text,meta_chunk_type,meta_residence,meta_year,meta_contexte,meta_groupe,meta_code_h,meta_ligne,meta_row_index,meta_years,meta_trend_metadata
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.
Ligne analytique: Contrat de maintenance LFP
Valeur annuelle: 28043 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 28043 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.
Ligne analytique: Contrat de maintenance LFP
Valeur annuelle: 27185 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 27185 €
Valeur 2022: 28043 €
Variation: -3.06% vs 2022
Code Hiérarchique: 2.4.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.
Ligne analytique: Contrat de maintenance LFP
Valeur annuelle: 33565 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 33565 €
Valeur 2023: 27185 €
Variation: 23.47% vs 2023
Code Hiérarchique: 2.4.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.
Ligne analytique: Contrat de maintenance LFP
Valeur annuelle: 42927 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 42927 €
Valeur 2024: 33565 €
Variation: 27.89% vs 2024
Code Hiérarchique: 2.4.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.
Ligne analytique: Contrat de maintenance LFP
Valeur annuelle: 44705 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 44705 €
Valeur 2025: 42927 €
Variation: 4.14% vs 2025
Code Hiérarchique: 2.4.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.,Contrat de maintenance LFP,44,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Contrat de maintenance LFP
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 33565 €, 2025: 42927 €, 2026: 44705 €
Variation globale: 33.19% (2024→2026)
Code Hiérarchique: 2.4.1.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.,Contrat de maintenance LFP,44,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 33.2%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,44,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.', 'ligne': 'Contrat de maintenance LFP', 'row_index': 44}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.2.
Ligne analytique: Maintenance - chauffage
Valeur annuelle: 6650 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - chauffage
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 6650 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.2.
Ligne analytique: Maintenance - chauffage
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - chauffage
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 0 €
Valeur 2022: 6650 €
Variation: -100.00% vs 2022
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.2.
Ligne analytique: Maintenance - chauffage
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - chauffage
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 0 €
Variation: N/A
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.2.
Ligne analytique: Maintenance - chauffage
Valeur annuelle: 3500 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - chauffage
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 3500 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.2.
Ligne analytique: Maintenance - chauffage
Valeur annuelle: 3500 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - chauffage
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 3500 €
Valeur 2025: 3500 €
Variation: 0.00% vs 2025
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.2.,Maintenance - chauffage,45,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Maintenance - chauffage
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: 3500 €, 2026: 3500 €
Variation globale: N/A
Code Hiérarchique: 2.4.1.2.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.2.,Maintenance - chauffage,45,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,45,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.2.', 'ligne': 'Maintenance - chauffage', 'row_index': 45}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.3.
Ligne analytique: Maintenance - ascenseurs
Valeur annuelle: 2888 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 2888 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.3.
Ligne analytique: Maintenance - ascenseurs
Valeur annuelle: 4573 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 4573 €
Valeur 2022: 2888 €
Variation: 58.34% vs 2022
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.3.
Ligne analytique: Maintenance - ascenseurs
Valeur annuelle: 4664 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 4664 €
Valeur 2023: 4573 €
Variation: 1.99% vs 2023
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.3.
Ligne analytique: Maintenance - ascenseurs
Valeur annuelle: 4990 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 4990 €
Valeur 2024: 4664 €
Variation: 6.99% vs 2024
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.3.
Ligne analytique: Maintenance - ascenseurs
Valeur annuelle: 5090 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 5090 €
Valeur 2025: 4990 €
Variation: 2.00% vs 2025
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Maintenance - ascenseurs
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 4664 €, 2025: 4990 €, 2026: 5090 €
Variation globale: 9.13% (2024→2026)
Code Hiérarchique: 2.4.1.3.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.3.,Maintenance - ascenseurs,46,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 9.1%
Recommandations:
- Tendance stable → maintenir le monitoring mensuel.
",RECOMMENDATION,Noisy,,,,,,46,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.3.', 'ligne': 'Maintenance - ascenseurs', 'row_index': 46}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.5.
Ligne analytique: Maintenance - parkings
Valeur annuelle: 1351 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - parkings
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 1351 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.5.
Ligne analytique: Maintenance - parkings
Valeur annuelle: 1723 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - parkings
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 1723 €
Valeur 2022: 1351 €
Variation: 27.54% vs 2022
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.5.
Ligne analytique: Maintenance - parkings
Valeur annuelle: 1034 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - parkings
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 1034 €
Valeur 2023: 1723 €
Variation: -39.99% vs 2023
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.5.
Ligne analytique: Maintenance - parkings
Valeur annuelle: 859 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - parkings
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 859 €
Valeur 2024: 1034 €
Variation: -16.92% vs 2024
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.5.
Ligne analytique: Maintenance - parkings
Valeur annuelle: 866 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - parkings
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 866 €
Valeur 2025: 859 €
Variation: 0.81% vs 2025
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.5.,Maintenance - parkings,47,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Maintenance - parkings
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 1034 €, 2025: 859 €, 2026: 866 €
Variation globale: -16.25% (2024→2026)
Code Hiérarchique: 2.4.1.5.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.5.,Maintenance - parkings,47,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): -16.2%
Recommandations:
- Tendance négative → investiguer les causes (baisse du CA / hausse des charges). Prioriser les postes 'Energie' et 'Maintenance'.
",RECOMMENDATION,Noisy,,,,,,47,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.5.', 'ligne': 'Maintenance - parkings', 'row_index': 47}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.6.
Ligne analytique: Maintenance - espaces verts
Valeur annuelle: 3956 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 3956 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.6.
Ligne analytique: Maintenance - espaces verts
Valeur annuelle: 4152 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 4152 €
Valeur 2022: 3956 €
Variation: 4.95% vs 2022
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.6.
Ligne analytique: Maintenance - espaces verts
Valeur annuelle: 4348 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 4348 €
Valeur 2023: 4152 €
Variation: 4.72% vs 2023
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.6.
Ligne analytique: Maintenance - espaces verts
Valeur annuelle: 5730 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 5730 €
Valeur 2024: 4348 €
Variation: 31.78% vs 2024
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.6.
Ligne analytique: Maintenance - espaces verts
Valeur annuelle: 5845 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 5845 €
Valeur 2025: 5730 €
Variation: 2.01% vs 2025
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.6.,Maintenance - espaces verts,48,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Maintenance - espaces verts
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 4348 €, 2025: 5730 €, 2026: 5845 €
Variation globale: 34.43% (2024→2026)
Code Hiérarchique: 2.4.1.6.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.6.,Maintenance - espaces verts,48,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 34.4%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,48,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.6.', 'ligne': 'Maintenance - espaces verts', 'row_index': 48}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.7.
Ligne analytique: Maintenance - sécurité
Valeur annuelle: 5932 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - sécurité
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 5932 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.7.
Ligne analytique: Maintenance - sécurité
Valeur annuelle: 4030 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - sécurité
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 4030 €
Valeur 2022: 5932 €
Variation: -32.06% vs 2022
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.7.
Ligne analytique: Maintenance - sécurité
Valeur annuelle: 7403 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - sécurité
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 7403 €
Valeur 2023: 4030 €
Variation: 83.70% vs 2023
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.4.1.7.
Ligne analytique: Maintenance - sécurité
Valeur annuelle: 12862 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - sécurité
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 12862 €
Valeur 2024: 7403 €
Variation: 73.74% vs 2024
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.4.1.7.
Ligne analytique: Maintenance - sécurité
Valeur annuelle: 13119 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - sécurité
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 13119 €
Valeur 2025: 12862 €
Variation: 2.00% vs 2025
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.4.1.7.,Maintenance - sécurité,49,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Maintenance - sécurité
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 7403 €, 2025: 12862 €, 2026: 13119 €
Variation globale: 77.21% (2024→2026)
Code Hiérarchique: 2.4.1.7.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.4.1.7.,Maintenance - sécurité,49,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 77.2%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,49,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.4.1.7.', 'ligne': 'Maintenance - sécurité', 'row_index': 49}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.8.
Ligne analytique: Maintenance - VMC
Valeur annuelle: 1207 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.4.1.8.,Maintenance - VMC,50,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Maintenance - VMC
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 1207 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.4.1.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.4.1.8.,Maintenance - VMC,50,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.4.1.8.
Ligne analytique: Maintenance - VMC
Valeur annuelle: -127 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.4.1.8.,Maintenance - VMC,50,,
